"the_geom","NAME","URL","SHAPE_LEN"
"MULTILINESTRING ((-73.78198258198988 40.647933328460375, -73.78171530644039 40.64784284776879))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78352048174817 40.64833098931899, -73.78195278402917 40.64804202062703))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78195278402917 40.64804202062703, -73.78175032532275 40.64797751863545))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78175032532275 40.64797751863545, -73.78145755504023 40.64784872584273))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78171530644039 40.64784284776879, -73.78148303550668 40.64772682306549))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78148303550668 40.64772682306549, -73.78137003274146 40.647658373155195))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78145755504023 40.64784872584273, -73.78127132550253 40.6477254597565))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78127132550253 40.6477254597565, -73.78118431504983 40.6476762996173))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78137003274146 40.647658373155195, -73.78128232568712 40.64760207513995))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78128232568712 40.64760207513995, -73.78122249238467 40.64756202414678))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78118431504983 40.6476762996173, -73.78115232044583 40.64765268832459))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78122249238467 40.64756202414678, -73.77916261410729 40.64629057006357))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78115232044583 40.64765268832459, -73.77909467506402 40.646370203208576))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.77909467506402 40.646370203208576, -73.77894432423064 40.64622117349305))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.77916261410729 40.64629057006357, -73.77905104292417 40.64615042564223))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.77894432423064 40.64622117349305, -73.77884954145632 40.64602833475018))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.77905104292417 40.64615042564223, -73.77896517805206 40.64595249817376))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.77884954145632 40.64602833475018, -73.778827795945 40.64579405216142))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.77896517805206 40.64595249817376, -73.77895060843018 40.64575997844449))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.778827795945 40.64579405216142, -73.77885478894949 40.64561901400591))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.77895060843018 40.64575997844449, -73.77901327799465 40.64559565838047))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.77885478894949 40.64561901400591, -73.77899670140522 40.64539975783967))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.79876261768003 40.64542086572639, -73.79858032141051 40.645371551977945))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.79858032141051 40.645371551977945, -73.79823863958512 40.645286907466776))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78712814165436 40.64738536372339, -73.78668917986353 40.64764601919273))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78713155054689 40.647514210193734, -73.78668549242639 40.64771734887986))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78668917986353 40.64764601919273, -73.7862250116152 40.6479450531412))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78668549242639 40.64771734887986, -73.78618500327207 40.64802603280728))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78607498390079 40.64802621183356, -73.7859980919914 40.64806784482267))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78601295539269 40.64813028934916, -73.78595225996752 40.648167038302404))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78595225996752 40.648167038302404, -73.78586241723038 40.64821298400236))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.7859980919914 40.64806784482267, -73.78589279601957 40.64812323076257))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78589279601957 40.64812323076257, -73.78555902852108 40.648267972710755))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78586241723038 40.64821298400236, -73.78539680224709 40.64837644667091))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78539680224709 40.64837644667091, -73.78512611673534 40.648436766003556))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78555902852108 40.648267972710755, -73.78510738018335 40.64836865975864))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78512611673534 40.648436766003556, -73.78459558640456 40.64848037633988))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78510738018335 40.64836865975864, -73.78462301036068 40.64837991341437))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78555384698966 40.64204277415434, -73.78569633295479 40.64191620228952))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78561005682765 40.64208835977516, -73.7857750356708 40.641981510632235))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78569633295479 40.64191620228952, -73.78586673199854 40.641838321169814))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78586673199854 40.641838321169814, -73.78598810283148 40.64180102509981))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.7857750356708 40.641981510632235, -73.78599365573811 40.64190086359306))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78616534775774 40.641880515123766, -73.78630019596288 40.64188809423448))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78617924026886 40.64177297191837, -73.78637900574697 40.64178498151815))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78598810283148 40.64180102509981, -73.78617924026886 40.64177297191837))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78599365573811 40.64190086359306, -73.78616534775774 40.641880515123766))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78637900574697 40.64178498151815, -73.78808368022922 40.64213128987609))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78630019596288 40.64188809423448, -73.78803835071164 40.64223309307433))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78803835071164 40.64223309307433, -73.78827706505106 40.64232641615519))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78808368022922 40.64213128987609, -73.7883164310246 40.642218728689514))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78827706505106 40.64232641615519, -73.78844092361027 40.642446830101825))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.7883164310246 40.642218728689514, -73.78854196813093 40.64236527566522))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78844092361027 40.642446830101825, -73.7899774333507 40.644460344624164))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78854196813093 40.64236527566522, -73.79017375603172 40.64448117903465))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.79017375603172 40.64448117903465, -73.79024526053446 40.64458067112523))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.7899774333507 40.644460344624164, -73.79005251353882 40.644568187589925))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.79005251353882 40.644568187589925, -73.79013506992976 40.64465965737435))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.79024526053446 40.64458067112523, -73.7903298678109 40.64467307744917))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.79013506992976 40.64465965737435, -73.79035155323047 40.64484741185143))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.79013506992976 40.64465965737435, -73.7902719603377 40.64484465881742))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.7903298678109 40.64467307744917, -73.79052970248685 40.64484943756494))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.7902719603377 40.64484465881742, -73.79035704289477 40.644969536956914))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.79035155323047 40.64484741185143, -73.7905077396605 40.644970031299394))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.79052970248685 40.64484943756494, -73.79071969897443 40.644969072742406))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.79035704289477 40.644969536956914, -73.79042729674482 40.64511176355394))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.7905077396605 40.644970031299394, -73.79079265585622 40.64511141299674))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.79071969897443 40.644969072742406, -73.79103834286249 40.64511117348364))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.79042729674482 40.64511176355394, -73.79045852604143 40.64519638744804))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.79045852604143 40.64519638744804, -73.79048751485946 40.64539741394276))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.79048751485946 40.64539741394276, -73.7904504955251 40.64564193508021))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.7904504955251 40.64564193508021, -73.7903319629405 40.645875437434114))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.7903319629405 40.645875437434114, -73.79012362900619 40.64608577561854))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.79012362900619 40.64608577561854, -73.78985451618331 40.64624604600403))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78985451618331 40.64624604600403, -73.78942046896363 40.64643983111781))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.79079265585622 40.64511141299674, -73.79100258175217 40.645196636341))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.79103834286249 40.64511117348364, -73.79134025421531 40.64520007624518))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.79100258175217 40.645196636341, -73.7912812148429 40.645262139247095))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.7912812148429 40.645262139247095, -73.791575100158 40.64529072346376))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.79134025421531 40.64520007624518, -73.79167884370626 40.64523318897107))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.80403198883818 40.66163083302885, -73.80425348401819 40.661678091155586))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.80425348401819 40.661678091155586, -73.80442956741115 40.66167498760107))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.80424649388628 40.6615544263543, -73.80448525002845 40.661578437704605))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.80448525002845 40.661578437704605, -73.80471309582634 40.66154967495826))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.80442956741115 40.66167498760107, -73.80462413883453 40.66164839183425))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.80462413883453 40.66164839183425, -73.80511767484496 40.66145544644469))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.80471309582634 40.66154967495826, -73.80511767484496 40.66145544644469))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.80511767484496 40.66145544644469, -73.80538589283454 40.66133834144669))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.80538589283454 40.66133834144669, -73.80749969970415 40.660430986829674))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.80749969970415 40.660430986829674, -73.80782809784175 40.660365331609036))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.80782809784175 40.660365331609036, -73.80809442841021 40.66036305848089))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.80809442841021 40.66036305848089, -73.80851715883595 40.66043279401441))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.80851715883595 40.66043279401441, -73.81025601387411 40.660754400500245))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.81025601387411 40.660754400500245, -73.81036733233928 40.66077379753303, -73.81252206874241 40.66114927521352))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.81252206874241 40.66114927521352, -73.81340240692718 40.661416484740315))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.81340240692718 40.661416484740315, -73.8142289198228 40.661587147877675))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.8142289198228 40.661587147877675, -73.81870340945072 40.66241956154787))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.81870340945072 40.66241956154787, -73.81915636592326 40.66243709982234))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.81915636592326 40.66243709982234, -73.81942667170242 40.6624068933327))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.81942667170242 40.6624068933327, -73.81992941825354 40.662219498351845))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.81992941825354 40.662219498351845, -73.8204006468843 40.66199661747962))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.8204006468843 40.66199661747962, -73.8208338880212 40.66187893798555))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.8208338880212 40.66187893798555, -73.82235120257812 40.66152479864239))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.82235120257812 40.66152479864239, -73.82260852138658 40.661496787102195))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.82260852138658 40.661496787102195, -73.82366075896617 40.66160136211731))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.82366075896617 40.66160136211731, -73.82739573685578 40.66201630177298))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.82739573685578 40.66201630177298, -73.82760513558662 40.66200871103823))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.82760513558662 40.66200871103823, -73.82780128350308 40.66196827260306))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.82780128350308 40.66196827260306, -73.82797306054835 40.661901995747506))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.82797306054835 40.661901995747506, -73.830044499716 40.66067458813079, -73.83009305166196 40.66064581175851))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.82051803642803 40.66196473234888, -73.82210485753023 40.66162729312849))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.82210485753023 40.66162729312849, -73.82236311750952 40.6615981858607))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.82236311750952 40.6615981858607, -73.8226166144693 40.66159780800434))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.8226166144693 40.66159780800434, -73.82362923973679 40.66170328306572))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.82362923973679 40.66170328306572, -73.82740011573442 40.66212099446366))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.82740011573442 40.66212099446366, -73.8276277756196 40.66211892064377, -73.82784315525764 40.662070825032856, -73.8280467296948 40.6620019067049))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.83019576243808 40.660735718064785, -73.83010909184335 40.66078678004155, -73.8280467296948 40.6620019067049))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.78618500327207 40.64802603280728, -73.78601295539269 40.64813028934916))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.79680543535638 40.64504451607326, -73.79664110658818 40.645047684504796))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.80410224700154 40.6794245586153, -73.80437255635474 40.680008888274166))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.8011593382905 40.67189389602274, -73.80117232545506 40.672205039169185))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.80117232545506 40.672205039169185, -73.80119460443171 40.67242249231089))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.80119460443171 40.67242249231089, -73.80130164414885 40.67312152649218))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.80130164414885 40.67312152649218, -73.8014021036549 40.67356133163321))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.8014021036549 40.67356133163321, -73.8014283587774 40.67366685905115))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.8014283587774 40.67366685905115, -73.80168193190397 40.67438387676329))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.80900113567716 40.68907498186608, -73.80861232044624 40.688394784356355))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
"MULTILINESTRING ((-73.81202952457107 40.694447651585655, -73.81209134294431 40.694559628891255))","JFK AirTrain","http://www.panynj.gov/Airtrain/","0"
